"CONTROL_SOBOLEVSKY_1" "CONTROL_SOBOLEVSKY_2" "CONTROL_SOBOLEVSKY_3" "KIREYEVSKY_1" "KIREYEVSKY_2" "KIREYEVSKY_3" "PESENNIKI_1" "PESENNIKI_2" "PESENNIKI_3" "RUSCORPORA_1" "RUSCORPORA_2" "RUSCORPORA_3" "RUSSKIE_PESNI_1" "RUSSKIE_PESNI_2" "RUSSKIE_PESNI_3" "SOBOLEVSKY_FULL_1" "SOBOLEVSKY_FULL_2" "SOBOLEVSKY_FULL_3"
"торжественный" 0 0 0 0 0 0 0 0 0 0.03 0 0.02 0 0 0 0 0 0
"тороватый" 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0.01 0 0 0 0 0
"тошный" 0 0 0 0 0.01 0.02 0 0 0 0 0 0.01 0 0 0 0.01 0 0
"трепетный" 0 0 0 0 0 0 0 0 0 0.02 0.03 0 0 0 0 0 0 0
"тройка" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.02
"тропинка" 0 0 0 0 0 0 0.01 0 0.02 0.01 0 0 0 0 0 0 0.01 0
"тщетно" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.03 0 0 0 0 0 0
"тянуть" 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0
"убогий" 0 0 0 0 0 0 0.01 0 0 0 0.04 0 0 0 0 0 0 0
"увезти" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0.01 0 0.01
"угода" 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"угощать" 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0.02 0 0 0.01 0 0
"удаваться" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.03
"ужель" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0.01 0 0 0 0
"узы" 0 0 0 0 0 0 0 0 0 0.03 0.02 0 0 0 0 0 0 0
"украшаться" 0 0 0 0 0 0 0.01 0.01 0.01 0 0.02 0 0 0 0 0 0 0
"укрываться" 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0.02 0 0 0 0
"умница" 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0.02
"умолкать" 0 0 0 0 0 0 0 0 0 0 0.01 0.03 0 0 0.01 0 0 0
"умчаться" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.03 0 0 0
"уныло" 0 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0.01 0.01 0 0 0
"упадать" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0.01 0
"упование" 0 0 0 0 0 0 0 0 0 0 0.03 0.02 0 0 0 0 0 0
"упрек" 0 0 0 0 0 0 0 0 0 0.01 0.03 0.01 0 0 0 0 0 0
"уродливый" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"услыхать" 0 0 0 0.01 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0.01 0.01
"утица" 0 0 0 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"хворать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.03
"хитрость" 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0.02 0 0 0
"хитрый" 0.01 0.01 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0
"ходючи" 0 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0.01 0 0
"холоп" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0
"цель" 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0
"частенький" 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"челобитьице" 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"червь" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0 0 0
"число" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0.01 0 0
"чудиться" 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0.01 0 0 0
"чулочек" 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0.01
"шафранчик" 0.02 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"шелохнуться" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0.02 0 0 0
"широк" 0 0 0.01 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0
"шуточка" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.02 0 0.02
"шутя" 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0
"юпитер" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.02 0 0 0 0 0 0
"яблонья" 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0.01
"ява" 0 0 0 0 0 0 0.02 0.01 0.02 0 0 0 0 0 0 0 0 0
"язва" 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0.01 0.01 0 0 0
"яр" 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0
"яуза" 0 0 0 0 0 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0
"яшуточка" 0.02 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"авдотьюшка" 0 0 0 0 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0.02
"аленбургский" 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"алешенька" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01
"алмаз" 0 0 0 0 0 0 0.01 0 0.01 0.02 0 0 0 0 0 0 0 0
"амбар" 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0
"аполлон" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0
"армеюшка" 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"астраханский" 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"атаманова" 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"бабка" 0 0.01 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"барабан" 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"барский" 0 0 0 0.02 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0
"батистовый" 0 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01
"бедняжечка" 0 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0
"белов" 0 0 0 0 0.01 0.01 0 0.01 0 0 0 0 0 0 0.01 0 0 0
"белокурый" 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"березушка" 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"беречь" 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0 0 0 0.01 0
"бес" 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0
"бессильный" 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0 0 0
"бесчастный" 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0 0 0
"бесчестие" 0 0 0.01 0 0 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0
"бесчестье" 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01
"бешеный" 0.01 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0 0
"бит" 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0.01
"битва" 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0.01 0 0 0 0
"благоговение" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0
"благой" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0
"блюдечко" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0.01 0 0
"бобр" 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0
"борона" 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0.01 0.01
"бочок" 0 0 0 0 0 0.03 0.01 0 0 0 0 0 0 0 0 0 0 0
"брякнуть" 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0 0 0.01 0 0.01
"будити" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0.01
"будылда" 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0
"бывалый" 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.02 0.01 0 0 0
"быстро" 0 0 0 0 0 0 0 0 0 0.03 0.01 0 0 0 0 0 0 0
"бытье" 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0.01 0 0 0 0
"варя" 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0.01
"вдохновенный" 0 0 0 0 0 0 0 0 0 0.01 0 0.03 0 0 0 0 0 0
"вейновый" 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0
"величка" 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0.01 0
"верея" 0 0 0 0 0.02 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0
"вертеть" 0 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0 0 0 0.01
"верховой" 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0.01 0 0 0 0 0 0
"веселость" 0 0 0 0.02 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0
"взговаривать" 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0
"взгореваться" 0 0 0 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0
"вздыхание" 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0.01 0 0
"взрадоваться" 0 0 0 0.01 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"взрослый" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"взывать" 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0
"виноватый" 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0.01 0 0 0 0 0 0
"вкус" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0
"влага" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0
"влачить" 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0.01 0 0 0 0
"влюбленный" 0 0 0 0 0.01 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0
"вне" 0 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0.01 0 0 0 0
"вносить" 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0
"вождь" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0
"возить" 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0
"возносить" 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0 0 0.01
"возраст" 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0
"возрыданьице" 0.01 0.01 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0
"вольность" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0
"воображение" 0 0 0 0 0 0 0 0 0 0.03 0.01 0 0 0 0 0 0 0
"вопить" 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0.01 0 0 0
"вопрошать" 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0.01 0
"воскресение" 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01
"вослед" 0 0 0 0 0 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0
"воспитывать" 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0
"воспламенять" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0
"воспомянуть" 0 0 0 0.01 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0
"восударыня" 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"впадать" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0
"впервые" 0 0 0 0 0 0 0.01 0 0 0 0.01 0.02 0 0 0 0 0 0
"вправду" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0
"вредный" 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0.01 0 0 0 0
"вряд" 0 0 0 0 0 0 0 0.02 0.01 0 0 0.01 0 0 0 0 0 0
"вспеть" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"всплакаться" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0.01 0
"вспорождать" 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"встрепенуться" 0 0 0 0 0 0.01 0 0 0 0 0 0 0.02 0 0 0.01 0 0
"всюду" 0 0 0 0 0 0 0 0 0 0.02 0 0 0.01 0 0.01 0 0 0
"вторник" 0 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"выбор" 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0
"выглядывать" 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.01 0 0.01
"выгонять" 0 0 0 0 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"выпускать" 0 0 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0
"выручать" 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"высь" 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.01 0.01 0 0 0
"гарнитуровый" 0 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"гей" 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0.01
"гибельный" 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0 0 0
"гибкий" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0 0
"гитара" 0 0.01 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0
"гневный" 0 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0.01 0 0
"гнедой" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0 0.01 0
"гнилой" 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0
"гнуться" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0
"голицын" 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"голодный" 0 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0 0 0.01 0
"гордиться" 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0.01 0 0 0 0 0
"гордо" 0 0 0 0 0 0 0 0 0 0.03 0.01 0 0 0 0 0 0 0
"горевание" 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01 0
"горлица" 0 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0.01 0 0 0
"горностайка" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0.01
"городочек" 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"горюн" 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.02
"горюшица" 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01
"господи" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0.01 0
"гостик" 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01
"гостинный" 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.01
"гостьюшка" 0.02 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0
"градовой" 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"гранит" 0 0 0 0 0 0 0 0 0 0.03 0 0.01 0 0 0 0 0 0
"граница" 0 0 0 0 0.01 0 0.01 0 0.01 0 0 0.01 0 0 0 0 0 0
"граф" 0 0 0 0 0 0.02 0 0 0 0 0.01 0.01 0 0 0 0 0 0
"графинчик" 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0
"гривенка" 0 0 0 0 0.01 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0
"громада" 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0
"грызть" 0 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0.01 0 0 0
"гуж" 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"гуливать" 0 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"гусарик" 0 0 0 0 0.03 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"давний" 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0 0 0 0
"демон" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0
"денница" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0
"добыча" 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0 0 0
"догнать" 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0.02 0 0 0
"дождалася" 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0 0
"дождик" 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0
"докладывать" 0 0 0 0 0 0 0.01 0 0.01 0 0 0.01 0 0 0 0.01 0 0
"дорого" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0 0 0
"драга" 0 0 0 0.01 0 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0
"драгоценный" 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0 0.01
"дражняться" 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дрожь" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0
"дружиночка" 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0.01
"дубравный" 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0.01 0 0
"дуброва" 0 0 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0.01
"дудка" 0 0 0 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0
"дунька" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01
"душевный" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0
"дьявол" 0 0 0 0.01 0 0.01 0 0 0 0.01 0 0.01 0 0 0 0 0 0
"дьячок" 0 0 0 0.01 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0
"е" 0 0 0 0 0 0.01 0 0 0 0 0.01 0.02 0 0 0 0 0 0
"еда" 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0 0 0
"единственный" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0 0
"едный" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02
"езжати" 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ель" 0 0 0.01 0 0 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0 0
"есаул" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.02 0
"жало" 0 0 0 0 0.01 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0
"жара" 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0.02 0 0 0 0 0
"жатва" 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0.01 0 0 0
"желтеть" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0
"женитисить" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"женя" 0.02 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0
"животок" 0 0 0 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0 0.01 0 0
"жид" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0.02 0 0 0
"жила" 0 0 0 0 0 0 0 0 0 0 0 0.03 0.01 0 0 0 0 0
"жилище" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0
"жолудить" 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0
"забросить" 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0
"заводь" 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0
"задрожать" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0.01 0
"заковывать" 0 0.01 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0
"зал" 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0 0 0.01 0 0
"замужний" 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0
"заносить" 0.01 0 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"занятие" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0
"заочно" 0 0 0 0 0.02 0 0 0.01 0 0 0 0 0.01 0 0 0 0 0
"запад" 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0.01 0 0 0
"западать" 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0
"запечалиться" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01
"запой" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"запрещать" 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0.01 0 0 0
"зарониться" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0
"заростаять" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"засеивать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02
"затихать" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0 0 0 0
"затягивать" 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0 0 0 0.01 0 0
"заунывно" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0
"заходить" 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"захрапеть" 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"защита" 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0.01 0 0 0 0 0
"звучать" 0 0 0 0 0 0 0 0 0 0.02 0 0 0.01 0.01 0 0 0 0
"зголовьице" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01
"здесить" 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"здоровьице" 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0
"зеленеться" 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0
"землица" 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"зимовать" 0 0 0 0.01 0 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0
"зимушка" 0 0 0 0.01 0 0.02 0 0 0 0 0 0 0 0 0 0.01 0 0
"змейка" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0
"ивашка" 0 0 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0
"игривый" 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0.01 0 0 0
"изводиться" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0
"извозчичек" 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"извощичка" 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0
"изголовьице" 0.01 0 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"издеваться" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0.01
"измятый" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0.01 0.01 0 0 0
"изредка" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0
"икона" 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0
"искра" 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0.01 0 0
"исполин" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0
"исходить" 0 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01
"итальянский" 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0
"казанский" 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.02
"казачий" 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0
"казнь" 0 0 0 0 0 0 0.01 0 0 0 0.02 0.01 0 0 0 0 0 0
"камышевый" 0.01 0 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0
"капать" 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0
"карать" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0
"караулить" 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0
"каска" 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0.01 0 0 0 0 0 0
"квас" 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"кинжал" 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0.03 0 0 0
"кипарисный" 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01 0
"кипучий" 0 0 0 0.01 0 0 0 0 0 0.01 0 0.02 0 0 0 0 0 0
"ключик" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02
"княжеский" 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0
"коварный" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0 0 0
"коварство" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0 0 0 0
"кожа" 0.01 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0
"колодезный" 0 0 0 0.01 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
